Title: Identifying Exoplanets with Deep Learning II: Two New Super-Earths 
       Uncovered by a Neural Network in K2 Data 
Authors: Dattilo A., Vanderburg A., Shallue C.J., Mayo A.W., Berlind P., 
         Bieryla A., Calkins M.L., Esquerdo G.A., Everett M.E., Howell S.B.,
	 Latham D.W., Scott N.J., Yu L. 
Table: K2 Planet Candidate Training/Validation/Test Set
================================================================================
Byte-by-byte Description of file: ajab0e12t3_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label   Explanations
--------------------------------------------------------------------------------
   1-  9 I9     ---   EPIC    EPIC identifier
      11 I1     ---   Num     Planet number
  13- 24 F12.9  d     Period  Orbital period
  26- 36 F11.6  d     Time    Time of Transit; BJD-2454833
206448180 1 24.46689918  2170.013154   2.008765419 J  3   0.117442921 2.05249e-03
206449008 1  0.288343271 2146.566062   0.25        J  3   0.27303254  1.15231e+00
206450031 1 20.31984856  2153.868232   0.731730416 J  3   0.822807788 2.59528e-01
206450967 1 32.83425881  2161.750961   9.730456419 J  3   0.020688229 5.83036e-01
206451499 1 25.96906667  2168.534349   1.853374611 J  3   0.066666807 5.13143e-01
206455701 1 17.85564399  2161.344521   4.828871043 J  3   0.026509118 5.18027e-01
206457774 1 18.4496514   2164.270089   1.572518852 J  3   0.107147764 1.19748e-01
206458694 1  0.245212197 2146.464998   0.141242226 J  3   0.045379238 1.00000e-02
206459102 1  0.122637451 2146.454918   0.070639172 J  3   0.032612195 1.00000e-02
206459343 1 19.05369944  2156.378547   1.599496722 J  3   0.017397107 5.32298e-01
206459868 1  0.122637451 2146.557109   0.070639172 J  3   0.052819736 1.00000e-02
206461117 1 25.23715312  2146.480624   1.349069715 J  3   0.023597457 7.01480e-01
206461269 1 12.25193044  2157.753436   1.463958216 J  3   0.025186085 7.72955e-01
206461969 1 19.05373094  2156.38106    0.629825684 J  3   0.575477813 2.19064e-02
206462073 1  0.244979292 2146.514148   0.141108072 J  3   0.056920371 1.00000e-02
206462368 1 24.77035433  2169.726454   2.26824853  J  3   0.135308548 1.98987e-04
206463460 1 20.31202894  2153.86897    2.39690398  J  3   0.063071639 7.17634e-01
206463526 1 14.89225733  2157.648161   8.092563839 J  3   0.091060389 9.92139e-01
206464528 1 20.31159227  2153.876219   1.90898845  J  3   0.046418139 2.18877e-01
206464902 1 25.96904646  2168.535916   1.903324226 J  3   0.07783849  4.82043e-01
206465098 1 29.6385267   2164.862014   1.710861907 J  3   0.148206988 5.00000e-04
206465397 1 27.44599157  2167.059494   2.322096296 J  3   0.081980597 9.77594e-01
206465769 1 27.22210004  2173.181923   1.660605623 J  3   0.056652406 9.49422e-01
206465829 1 16.17202924  2162.156155   1.790778946 J  3   0.188757952 2.99005e-01
206466176 1 24.46714092  2170.013203   1.719150286 J  3   0.045465073 5.77253e-01
206466429 1 27.68656596  2166.828548   1.511091544 J  3   0.029109223 8.63563e-01
206466905 1 25.44098028  2169.053035   2.372602811 J  3   0.039832677 9.27624e-01
206467002 1  0.122637466 2146.453955   0.07063918  J  3   0.074208418 1.00000e-02
206467035 1 28.47588925  2168.531592   1.839445202 J  3   0.023073322 6.49213e-01
206467287 1  0.122637451 2146.454938   0.070639172 J  3   0.039042383 1.00000e-02
206468506 1 25.43951037  2169.060589   1.970446784 J  3   0.114019433 5.00001e-04
206468661 1  1.372648581 2147.221121   7.332255331 J  3   0.014242686 9.95545e-01
206468775 1 19.05610558  2156.372347   1.662310303 J  3   0.042577557 5.48223e-02
206468877 1 19.33444828  2155.814294   1.720480613 J  3   0.04538816  5.95881e-01
206468980 1  0.244979247 2146.51416    0.141108047 J  3   0.048166246 1.00000e-02
206470185 1 16.18411619  2162.146244   1.035569492 J  3   0.157309982 3.40483e-03
206470214 1 25.96905885  2168.536417   1.943872152 J  3   0.181978836 1.83667e-03
206470389 1 25.96881828  2168.53621    1.714253083 J  3   0.019056847 5.78387e-01
206470881 1 27.44617282  2167.056523   2.002659014 J  3   0.044032508 5.43242e-01
206471382 1 29.6406154   2164.870568   1.069983177 J  3   0.142848668 7.97329e-01
206471551 1 25.6909491   2168.798577   1.351759145 J  3   0.142338151 5.32698e-01
206471681 1 19.33462045  2155.821361   1.286676552 J  3   0.065303568 7.23464e-01
206472458 1  3.922051491 2147.451549   1.190852578 J  3   0.051242836 3.71065e-01
206473705 1 23.91455385  2158.725912   1.388867775 J  3   0.036553904 5.73047e-01
206474395 1  2.197998052 2146.678429   2.308880885 E  3   0.373695798 5.54021e-01
206475309 1 30.82750611  2163.664069   1.668041995 J  3   0.12810052  3.84786e-01
206476737 1 25.71453713  2169.030722   2.029708703 J  3   0.085896275 6.82291e-04
206477344 1  0.244979247 2146.514173   0.141108047 J  3   0.054850755 1.00000e-02
206477939 1  1.343009385 2147.534054   2.163292267 E  3   0.310180346 9.28758e-01
206477986 1 24.70560908  2170.031185   1.428279881 J  3   0.042213614 6.02981e-01
206477993 1 19.33436691  2155.836724   1.704063843 J  3   0.065500411 1.31549e-02
206478152 1  0.102201834 2146.474196   0.058868257 J  3   0.070703339 1.00000e-02
206478455 1 24.59691084  2169.909055   1.969735603 J  3   0.205332049 1.24293e-02
206478682 1 19.5889769   2155.569044   1.930877683 J  3   0.076534003 4.99999e-04
206480558 1 30.11814289  2164.393309   2.411998645 J  3   0.179425377 1.08299e+00
206481032 1 27.41351491  2167.314508   1.774719616 J  3   0.141712072 4.99989e-04
206481875 1 26.18036168  2168.538471   2.166847381 J  3   0.081985269 8.52962e-01
206483207 1  0.245257989 2146.681313   0.141268601 J  3   0.022275068 1.00000e-02
206485840 1 19.05621262  2156.368672   1.608392073 J  3   0.06578273  5.99898e-01
206486006 1 30.1926433   2164.293017   4.616792627 J  3   0.12349079  1.09118e+00
206486211 1  0.265662432 2146.684244   0.153021561 J  3   0.022539722 1.00000e-02
206488559 1 20.31136283  2153.873225   2.269752293 J  3   0.122706665 5.00000e-04
206489336 1 18.93070503  2161.36935    1.748678299 J  3   0.1699003   4.99640e-04
206489474 1  0.758590673 2147.154614   1.913853025 E  3   0.449722423 1.07985e+00
206490056 1 22.7612055   2149.235049   3.21848552  J  3   0.431052036 1.20435e+00
206490625 1 27.67373534  2166.826084   2.198078076 J  3   0.112680027 9.81846e-01
206490871 1 20.31227538  2153.87086    1.809473261 J  3   0.191059438 1.79581e-03
206491198 1 31.66700568  2153.328928   0.276806452 J  3   1.085019241 2.49487e-02
206493555 1 29.64205192  2164.861986   1.701985132 J  3   0.06878348  4.05145e-01
206493667 1 20.31136021  2153.875816   2.091391476 J  3   0.11904231  5.00000e-04
206494065 1 32.57658364  2174.200394   0.519153833 J  3   1.2782341   7.14910e-02
206494264 1 27.67248234  2167.047688   1.493633122 J  3   0.051600825 2.23949e-03
206494548 1  0.245445177 2146.666448   0.141376422 J  3   0.040157792 1.00000e-02
206495007 1 25.21447078  2169.294342   0.616810827 J  3   0.594410864 2.96823e-02
206497009 1 26.657433    2167.846267   1.8968459   J  3   0.083793933 4.86470e-01
206498940 1 24.47468454  2170.000722   2.138374659 J  3   0.04246597  1.54609e-04
206499138 1 25.71471536  2169.033079   1.954243374 J  3   0.1567581   4.99993e-04
206499936 1  0.122637451 2146.454087   0.070639172 J  3   0.048882719 1.00000e-02
206500651 1  0.122489594 2146.512961   0.070554006 J  3   0.056184858 1.00000e-02
206500801 1  8.15522614  2152.362737   4.695468538 E  3   0.15728639  7.25866e-01
206500804 1 26.65742505  2167.834807   1.35173918  J  3   0.18193408  2.21598e-01
206502214 1 32.93179245  2150.622843   4.656721927 J  3   0.099559746 1.03480e+00
206505655 1 25.96876196  2168.538564   1.810560499 J  3   0.101952639 3.58318e-02
206505871 1 25.96954932  2168.536096   1.963284462 J  3   0.1420423   1.09238e-04
206506201 1 19.08455478  2156.336818   1.74178564  J  3   0.0525211   4.99981e-04
206506468 1 27.67303727  2167.05       1.614061476 J  3   0.04631152  4.52671e-03
206506553 1 29.64025153  2164.861206   1.829091186 J  3   0.153418935 3.60751e-02
206508883 1 19.30287189  2156.140557   2.051547102 J  3   0.108593756 5.00271e-04
206509281 1 20.31133227  2153.869201   2.338938    J  3   0.139945474 1.26188e-03
206509878 1 24.68871411  2169.78258    1.814606845 J  3   0.290761631 1.05419e+00
206513165 1 19.30342821  2155.872625   1.965330201 J  3   0.040257576 5.00000e-04
206513945 1  0.122489601 2146.512873   0.07055401  J  3   0.079078483 1.00000e-02
206515954 1 21.20695411  2164.293876   4.348343422 J  3   0.01569253  7.40212e-01
206516297 1  0.102187328 2146.535602   0.058859901 J  3   0.047621185 1.00000e-02
206516950 1 24.46790378  2170.287315   1.305028208 J  3   0.180617079 1.98311e-01
206517277 1 27.4457322   2167.058155   1.881000498 J  3   0.049162159 4.97755e-01
206517389 1 24.04124877  2170.457869   2.002666383 J  3   0.153087217 4.64084e-01
206517551 1 27.98020064  2166.503792   1.818802511 J  3   0.397848903 1.13006e+00
206517649 1 27.42147365  2167.332347   2.01919538  J  3   0.200908324 3.37169e-01
206518455 1 30.14865214  2164.313345   4.490721984 J  3   0.018222518 7.49997e-01
206518548 1 18.40469391  2160.729351   1.169145755 J  3   0.072955665 6.44079e-01
206519741 1 26.65778291  2167.840974   1.850935566 J  3   0.242364122 4.28309e-02
206521223 1 20.31089058  2153.868878   1.201909234 J  3   0.108327717 8.62515e-01
206523306 1 20.31786956  2153.860535   2.474171404 J  3   0.427169491 1.12728e+00
206526688 1 20.31401151  2153.870652   1.64569715  J  3   0.027524514 5.90335e-01
206527898 1  0.122489601 2146.512952   0.07055401  J  3   0.046024196 1.00000e-02
206529057 1 27.42147237  2167.043553   1.970136584 J  3   0.158436508 5.00081e-04
206529489 1 27.37322204  2167.06926    1.686798238 J  3   0.044491909 5.92984e-01
206530625 1 20.29461393  2153.8751     1.688008971 J  3   0.037976628 2.04029e-01
206530640 1  0.122489601 2146.512937   0.07055401  J  3   0.059527875 1.00000e-02
206531149 1 19.05788255  2156.37454    1.238088846 J  3   0.252701958 5.00498e-04
206531565 1 17.87084417  2158.753706   2.763287339 J  3   0.119503472 1.03184e+00
206532093 1  2.202240652 2146.586549   6.4064641   E  3   0.563342726 6.53301e-01
206533513 1 30.84142706  2163.674534   1.549926395 J  3   0.163910522 4.17726e-01
206535016 1 20.4098118   2163.356786   2.5957414   C  3   0.067464766 9.90420e-01
206536335 1 19.08482446  2156.327894   2.472747845 J  3   0.160510816 5.00000e-04
206537976 1 26.65796894  2167.845062   1.836540885 J  3   0.059971614 2.34849e-02
206538307 1  0.124192239 2146.491663   0.25        J  3   0.132695051 8.62134e-01
206538409 1 27.63257899  2167.102916   1.954430285 J  3   0.057387684 5.72726e-02
206538506 1 21.39678255  2161.303182   0.775324729 J  3  12.50203529  8.22417e-01
206540445 1 20.31401201  2153.873585   1.934395601 J  3   0.117556095 5.44633e-01
206542106 1 32.68186814  2164.29515    3.072815189 J  3   0.381322047 1.22471e+00
206542616 1 22.07075162  2150.629527   1.165052852 J  3   0.224369738 6.82071e-02
206543223 1 17.81300689  2155.772078   3.2587976   E  3   0.288745096 8.85554e-01
206543431 1  2.96766632  2148.211368  12.16669551  J  3   0.066996773 9.28972e-01
206544621 1 20.31133999  2153.87839    1.646750527 J  3   0.037751395 4.38356e-01
206547055 1 11.98982869  2146.76848    1.596164749 J  3   0.019473308 4.14236e-01
206549732 1 20.31123327  2153.876064   2.013412743 J  3   0.176812772 1.46529e-02
206552665 1  0.122489594 2146.512958   0.070554006 J  3   0.058024008 1.00000e-02
206553626 1  0.122637443 2146.45414    0.070639167 J  3   0.064661011 1.00000e-02
206556896 1  3.994589235 2146.780968   0.768481326 J  3   0.056181851 9.87493e-01
206561923 1  0.122489594 2146.513004   0.070554006 J  3   0.071679013 1.00000e-02
212235321 1  0.142142372 2146.529459   0.25        J  3   0.329927254 7.38585e-01
210317628 1  8.228518647 2235.596041  15.5355227   J  4   0.270309645 1.24271e+00
210322534 1 25.26360351  2252.240864   1.759839213 J  4   0.062685513 7.46563e-01
210326221 1 31.669653    2259.591096   1.491051786 J  4   0.092810992 9.87895e-01
210329711 1 28.80429305  2242.593919   7.329332249 J  4   0.104830567 4.19053e-04
210331473 1 25.30756394  2251.019946   0.623415317 J  4   0.099843681 2.36337e-01
210332019 1  1.977206135 2231.46251   10.95471655  J  4   0.040081992 9.57716e-01
210333713 1  0.122633033 2231.073409   0.070636627 J  4   0.01692358  1.00000e-02
210334851 1 21.46627461  2247.299419   4.52234386  J  4   0.033493536 9.59095e-01
210338231 1 13.48605833  2242.433009   1.288105565 J  4   0.022297298 4.40338e-01
210338416 1 16.10598743  2243.39391    5.009020169 J  4   0.023154124 4.03257e-01
210341295 1 26.53133636  2249.814236   1.621016377 J  4   0.108331297 3.36642e-01
210343963 1 28.98003854  2247.347272   2.338547194 J  4   0.20509521  1.11711e+00
210344373 1  0.113591491 2231.111521   0.265504735 J  4   0.036870897 5.73548e-01
210347149 1 28.2380703   2247.330759   1.679084008 J  4   0.05701643  6.72074e-02
210348109 1 20.74795696  2246.720101   8.597189106 J  4   0.058458372 7.26982e-01
210348175 1  0.105534927 2231.079871   0.25        J  4   0.089716823 8.95890e-01
210348906 1 20.10562357  2247.344172   0.25        J  4   0.140678604 8.00091e-01
210349313 1 32.85328112  2235.886224   2.263465669 J  4   0.029590561 5.98204e-01
210349873 1 29.76537115  2259.536387   2.190377771 J  4   0.058157431 1.44128e-03
210351339 1 29.4946685   2255.937519   1.46412848  J  4   0.024527732 6.67418e-01
210352357 1 32.85332648  2235.884446   2.559704736 J  4   0.046975494 9.60930e-01
210352551 1 29.61819123  2247.20456    9.13216549  J  4   0.045647167 5.35388e-01
210353952 1 24.07602137  2252.26088    1.334013367 J  4   0.10871572  3.77746e-01
210354147 1 16.9391402   2242.523812   7.113463635 J  4   0.055271826 3.26660e-01
210354975 1  0.179193226 2231.068923   0.25        J  4   0.073033498 8.84045e-01
210355180 1 29.19979489  2259.595031   1.379523601 J  4   0.053257277 6.70648e-01
210355746 1 17.39774708  2241.535124   0.877127189 J  4   0.19881373  5.65091e-03
210356639 1 17.13337717  2242.440626   1.402488853 J  4   0.047252408 3.61050e-01
210357460 1 29.7650737   2246.47461   15.21422068  J  4   0.040829241 5.05309e-04
210359427 1 25.35076168  2250.994694   2.251271484 J  4   0.099818791 3.10839e-01
210361122 1 20.49939743  2248.243419   1.617504273 J  4   0.026393316 6.92633e-01
210361504 1  1.357353363 2231.350253   6.220229154 J  4   0.021178141 8.65656e-01
210361551 1  0.122676797 2231.057187   0.070661835 J  4   0.032508187 1.00000e-02
210362768 1 31.87852906  2244.401916   0.412875454 J  4   0.106405597 1.31006e-01
210362818 1 33.13385316  2244.387398   1.625359219 J  4   0.051011901 1.35887e-01
210363145 1  8.199744811 2237.80642    2.2390869   C  4   0.028801684 3.92246e-02
210365511 1  3.952789682 2234.61823    8.0452857   R  4   0.054331895 1.02739e+00
210367977 1 23.72204691  2242.732142  13.80665591  J  4   0.055939579 8.57136e-01
210370729 1  0.543072493 2231.583734   3.589077444 E  4   0.47798459  9.56275e-01
210373134 1 23.69079643  2235.888793   2.644007172 J  4   0.072110664 9.87156e-01
210374056 1  0.206429232 2231.108679   0.542615036 J  4   0.027888019 8.21234e-01
210375290 1  2.417794056 2233.299743   4.523413006 E  4   0.321040987 3.24772e-01
210375985 1  4.502879212 2232.221301  15.91693886  J  4   0.067616322 9.92608e-01
210377109 1  0.719161065 2231.56823    4.728962779 J  4   0.051913642 1.03775e+00
210378094 1 33.86957589  2242.447636   1.327792607 J  4   0.116063465 6.23375e-01
210378686 1 26.2066352   2255.431764   0.936186442 J  4   0.033366447 1.15824e-01
210379214 1 11.69837785  2242.426246   1.37902626  J  4   0.046226152 7.40398e-01
210379999 1  2.699226501 2232.56475   11.52632581  J  4   0.164621359 7.90098e-01
210383218 1 28.99006847  2247.333092   2.285057076 J  4   0.145704551 1.03141e+00
210383496 1 19.63754805  2242.42525    1.651848713 J  4   0.040038181 4.12375e-01
210384192 1  2.923059617 2233.46284    1.123760021 J  4   0.040233699 3.51551e-01
210384744 1  0.119934693 2231.097187   0.330376396 J  4   0.078434529 3.74378e-01
210386880 1  7.214374688 2235.957558   3.604899975 E  4   0.590247212 5.77576e-01
210386883 1  7.214375394 2235.957557   3.605581941 E  4   0.590056447 5.77333e-01
210389383 1 14.08671466  2236.774142   6.444139268 E  4   0.156759134 5.36171e-01
210390825 1  8.400503318 2234.884584  11.92991957  J  4   0.115342089 1.03513e+00
210391114 1 29.20758062  2239.975124   5.344222958 E  4   0.500898688 8.55148e-01
210391786 1 24.38601105  2252.333867   2.754447101 J  4   0.040332614 9.55283e-01
210392819 1  3.922981257 2232.647129   0.992112205 J  4   0.019330291 7.76509e-01
210393207 1 29.12108768  2242.719124   1.797396285 J  4   0.08916518  5.09457e-01
210394706 1 15.08974094  2232.523842   2.686253365 J  4   0.026925053 1.86902e-02
210395925 1  0.339790012 2231.315255   1.996576002 J  4   0.080489228 8.54514e-01
210396566 1  1.600947218 2232.020024   0.699271123 J  4   0.056403954 3.61920e-01
210396766 1  0.141017433 2231.183851   0.25        J  4   0.05080467  9.73270e-01
210397664 1 25.3514887   2250.996217   1.815997347 J  4   0.102172775 2.00364e-01
210399137 1 19.79336042  2235.614451  11.42738794  J  4   0.029192099 9.32143e-01
210400735 1 32.88715974  2235.874961   3.912777558 J  4   0.167109769 1.04499e+00
210400751 1  2.289599808 2232.154755   3.3720887   E  4   0.013426435 9.28652e-01
210401157 1  1.315583457 2231.652313   2.5245713   E  4   0.37911753  1.06016e+00
210402237 1 10.99509286  2237.242846   4.3502028   C  4   0.026517634 2.57560e-04
210402685 1  2.640789792 2232.913573  11.83096586  J  4   0.022086702 9.67704e-01
210403086 1  2.25459146  2232.12309    7.967728863 E  4   0.641463161 5.12424e-01
210403090 1  7.600899982 2236.070963   0.494820221 J  4   0.033925302 1.12505e-01
210403190 1 15.17355699  2244.406371   1.088455201 J  4   0.03295801  6.42930e-01
210403955 1 19.084752    2244.613612   5.6206357   C  4   0.026274195 9.59959e-01
210404130 1 28.98899397  2247.336244   1.568260378 J  4   0.071807632 9.89927e-01
210404228 1  0.560028574 2231.592246   2.895793872 E  4   0.453718153 1.07749e+00
210404594 1 26.06159006  2251.50242    1.475940795 J  4   0.478371267 9.62020e-01
210405044 1 14.5615493   2232.640023   1.132550867 J  4   0.189650701 1.01939e+00
210406245 1 25.34750649  2250.982589   3.040004304 J  4   0.401853217 1.19541e+00
210409782 1 26.32207675  2255.917631   1.440134051 J  4   0.031034939 7.87086e-01
210409824 1  0.183942467 2231.174985   0.105950861 J  4   0.032395107 1.00000e-02
210410490 1 32.85629797  2235.883814   2.771631632 J  4   0.056329099 5.79002e-01
210411714 1 15.67283942  2240.512858   1.00949576  J  4   0.040391476 6.75817e-01
210412641 1 12.19858275  2235.109345   2.770190671 J  4   0.024629534 5.29960e-01
210414957 1  0.969898241 2231.133642   2.3118011   C  4   0.141093209 9.99626e-01
210416434 1 15.225717    2235.965809   1.002434943 J  4   0.065040202 7.54531e-02
210416841 1 34.29454572  2242.389884   3.970878777 J  4   0.048443569 6.38600e-01
210419185 1 23.56584956  2242.438457   0.693478035 J  4   0.163343172 9.10643e-01
210420672 1  0.102129847 2231.107797   0.058826792 J  4   0.034190334 1.00000e-02
210420801 1  2.310241319 2233.171327   6.965299297 J  4   0.056733404 9.85246e-01
210421204 1 19.60875459  2232.637536   1.882344118 J  4   0.079742533 9.06649e-02
210421615 1 19.54465633  2248.471871   0.584277919 J  4   0.05853031  9.72481e-01
210423938 1 19.86069887  2239.013661   3.3216349   C  4   0.027511938 8.23648e-01
210424293 1 10.05746849  2237.277167   0.392246129 J  4   0.043148396 9.05069e-01
210425498 1 33.08951235  2242.428365   1.031949573 J  4   0.050124282 6.07447e-01
210426070 1 31.6679992   2259.585522   2.064053768 J  4   0.061339908 6.80430e-01
210426073 1 14.31530924  2243.228092   1.281367953 J  4   0.394218555 1.17971e-03
210426077 1  0.369432353 2231.297619   2.1715782   J  4   0.089332469 6.56678e-01
210427081 1 26.32145994  2236.886921   2.312455238 J  4   0.166711491 1.25069e-02
210428153 1 33.17155076  2255.366421   1.486216371 J  4   0.495867815 9.24034e-01
210428378 1 12.19843995  2235.109942   2.739728974 J  4   0.018092273 5.73876e-01
210428894 1 14.3903333   2242.439826   1.023996878 J  4   0.074472177 4.63038e-01
210429258 1 19.59149403  2242.439047   2.370348556 J  4   0.034895156 7.28883e-01
210430671 1 33.77127256  2260.966503   9.79730756  J  4   0.044671622 6.36257e-01
210431576 1 32.87254408  2235.870984   3.27954866  J  4   0.049930647 9.40182e-01
210431592 1 26.95811192  2236.857254  12.79890464  J  4   0.056944789 7.26533e-01
210433394 1  6.402904266 2231.986654  17.15050668  J  4   0.090412302 1.03804e+00
210434247 1  0.453840539 2231.09941    1.409930953 E  4   0.113376164 9.22638e-01
210435125 1  8.060043187 2235.350619   1.411603737 J  4   0.03412121  3.55416e-04
210435794 1 25.95430425  2252.748033   1.847752569 J  4   0.07688177  6.03873e-01
210436303 1 18.29320296  2242.625935   9.080392761 J  4   0.144068426 1.05501e+00
210437941 1  0.350633484 2231.311368   1.68668274  E  4   0.598061818 3.73566e-01
210438520 1  0.157339707 2231.097461   0.6190321   J  4   0.031031635 6.47318e-02
210439950 1  9.542680748 2233.942644   1.532551516 J  4   0.039335144 7.42451e-03
210440725 1  6.454851759 2236.063046   9.963159222 J  4   0.017882581 4.90833e-03
210441415 1 17.43690802  2242.133073   1.562387867 J  4   0.03248587  1.03930e-02
210441690 1 24.65643842  2236.289532  10.16305988  J  4   0.03740826  8.84080e-01
210441848 1 25.72866487  2255.926086   0.623631866 J  4   0.069206349 9.49725e-01
210442734 1 29.38707524  2258.157121   1.463819849 J  4   0.034913641 6.30552e-01
210443714 1 30.13166444  2247.358668   1.846873998 J  4   0.170978634 9.57702e-01
210443796 1 28.6514332   2242.6273     6.559868413 J  4   0.075068609 8.77987e-01
210444075 1 33.35624217  2255.905266   1.13138785  J  4   0.061740557 7.47851e-04
210444341 1 18.06670218  2231.407493   8.70094562  J  4   0.084539873 4.97904e-04
210448987 1  6.102855646 2231.33502    2.2119265   C  4   0.029263758 7.38248e-01
210449062 1  0.122718688 2231.149166   0.25        J  4   0.110348817 9.69242e-01
210449226 1 33.83737342  2242.645083   4.767138927 J  4   0.038295753 2.98756e-01
210451200 1 25.85543722  2251.573478  15.39247009  E  4   0.094789654 5.03777e-01
210454404 1 27.81460172  2255.845714   6.660453073 J  4   0.091757786 2.31099e-01
210457222 1 25.86375631  2251.637623   0.338774996 J  4   0.064019605 1.92871e-01
210457230 1  0.102796242 2231.055967   0.236842541 J  4   0.066691456 1.00000e-02
210459050 1 14.4497317   2240.288296   1.405661204 J  4   0.014910762 7.91902e-01
210462206 1 25.73966784  2255.929297   1.83683355  J  4   0.022692449 8.52864e-01
210463105 1 25.80797602  2255.868067   1.657334693 J  4   0.027005047 2.10988e-02
210464441 1 32.66600419  2251.026449   1.618395305 J  4   0.04759462  1.67600e-02
210464591 1 30.23491748  2260.754343  10.98345509  J  4   0.03311643  1.12903e-03
210467408 1  1.404258685 2231.212251   5.0463331   E  4   0.584744932 6.05985e-01
210469180 1  6.088901906 2236.377725   0.617416935 J  4   4.343776616 4.26244e-04
210469926 1 32.85634756  2242.602644   5.825335972 J  4   0.02512112  1.33478e-03
210470499 1 12.23181863  2235.045609   4.205386313 J  4   0.014279226 6.25819e-01
210470747 1  2.214871741 2232.052575   5.993676828 E  4   0.605705216 5.35181e-01
210472483 1  1.142928894 2231.593738   5.7216644   E  4   0.443187195 1.10730e+00
210473019 1 21.36056736  2238.190803   1.543200725 J  4   0.019371949 2.45069e-01
210474116 1 23.69582314  2253.109877   5.612952514 J  4   0.021892831 6.11493e-01
210474569 1 29.44043222  2258.131042   1.917825831 J  4   0.036693114 2.18299e-02
210475773 1  1.367927965 2231.997861   6.882783862 E  4   0.381502292 5.28253e-01
210476527 1 32.3592214   2256.897329   2.312166597 J  4   0.039988765 4.65765e-01
210476794 1  2.600009877 2231.26597    6.492145916 E  4   0.233686148 7.03166e-01
210476976 1 31.64062076  2255.91523    2.261971111 J  4   0.069795804 9.84452e-01
210479151 1 28.98739519  2247.343853   0.772062168 J  4   0.036910496 9.68384e-01
210480024 1 13.39179287  2234.236311   1.483017374 J  4   0.039198952 4.59820e-01
210481111 1  3.665020445 2233.060466  10.35602009  J  4   0.017304152 1.14512e-02
210483775 1 20.96030934  2250.515885  16.5257576   J  4   0.065551456 6.46828e-03
210483889 1  7.196259779 2236.074132   3.590576    E  4   0.161399617 8.29457e-01
210484192 1  7.196425514 2236.073554   3.650259708 E  4   0.171577628 8.53647e-01
210484276 1 23.37096941  2254.14875   13.77472816  J  4   0.076437761 5.00000e-04
210485165 1 13.77452453  2236.141806   0.527299852 J  4   0.072528724 8.07672e-01
210485181 1 32.30085536  2249.911307   2.536681507 J  4   0.33034494  1.57296e-02
210485497 1  0.102129847 2231.124047   0.058826792 J  4   0.014550126 1.00000e-02
210486055 1 17.13312916  2242.436245   1.647055805 J  4   0.041556089 3.85211e-01
210489127 1  0.102101609 2231.128738   0.058810527 J  4   0.067892727 1.00000e-02
210489231 1  0.413937615 2231.109879   1.607821577 E  4   0.544992272 2.10308e-01
210490226 1 33.0731067   2258.201314   2.397105269 J  4   0.074491554 1.31515e-03
210491773 1  0.117552974 2231.114448   0.266092584 J  4   0.039432888 3.34629e-01
210492045 1 21.01369017  2242.64355    8.994132438 J  4   0.225876013 1.06687e+00
210492247 1  0.221889517 2231.251272   0.894671898 J  4   0.098076162 3.77514e-03
210492876 1  0.245239869 2231.156663   0.333910129 J  4   0.082079504 3.39758e-01
210493670 1 24.09743373  2237.420298  10.32494108  J  4   0.087902311 1.03517e+00
210495066 1  3.742261277 2234.219451   1.9180798   C  4   0.02790006  8.64631e-01
210496044 1  0.147918927 2231.180064   0.516884719 J  4   0.045859109 9.06593e-01
210498388 1  0.212386381 2231.060975   0.923757917 J  4   0.087316533 5.93505e-01
210499360 1  0.151373158 2231.10805    0.493986188 J  4   0.014446806 6.50556e-01
210499560 1 30.16311658  2247.348264   2.162943711 J  4   0.37248623  1.27297e+00
210499891 1 24.42058284  2244.176472  11.12636091  J  4   0.035954955 6.53250e-01
210501149 1 20.72894698  2245.241584  16.41310358  E  4   0.486593852 9.12722e-01
210503517 1  0.102115713 2231.087944   0.058818651 J  4   0.039292525 1.00000e-02
210505516 1 15.74312291  2240.331096   1.026425991 J  4   0.034291423 6.46044e-01
210506319 1 25.48307638  2250.952859   5.147012223 J  4   0.052782472 2.64119e-01
210506860 1 19.37460082  2238.759064   0.298541506 J  4   0.041173204 5.37217e-02
210508219 1  5.876732518 2234.627262   0.283475386 J  4   0.055002703 9.12701e-01
210508352 1 33.86841646  2242.443717   1.736650677 J  4   0.037602251 7.70916e-01
210508766 1  2.747306915 2231.312299   1.6709075   C  4   0.032028808 9.28829e-01
210510422 1 33.77036614  2242.611441   9.003194717 J  4   0.025188054 2.27289e-03
210512049 1  0.135913522 2231.150136   0.25        J  4   0.018931544 7.16238e-01
210512162 1  2.055053999 2231.385774   5.866784023 E  4   0.460912462 1.00052e+00
210512752 1  5.867662399 2234.146828   2.8338998   C  4   0.01484086  4.21406e-01
210512842 1  5.867617829 2234.148251   2.7622865   C  4   0.015444736 1.95124e-01
210512872 1  0.842865586 2231.165891   4.910662158 J  4   0.024871413 9.66765e-01
210513446 1  1.149003202 2231.718575   2.0235457   C  4   0.269533727 9.93096e-01
210516402 1  0.109604038 2231.075606   0.25        J  4   0.023386851 6.43416e-01
210517217 1  0.142438308 2231.09738    0.25        J  4   0.038076206 3.44781e-01
210519295 1  8.448283101 2234.199269   6.945868621 J  4   0.184915559 1.11097e+00
